fips,county_zip_file_name,roads_length,intersections
13097,tl_2019_13097_roads.zip,1616421.914,4360
13099,tl_2019_13099_roads.zip,2083357.478,3640
13101,tl_2019_13101_roads.zip,1279926.317,1348
13103,tl_2019_13103_roads.zip,1792089.78,3606
13105,tl_2019_13105_roads.zip,1252495.773,1970
13107,tl_2019_13107_roads.zip,2361826.733,3005
13109,tl_2019_13109_roads.zip,1547874.696,4661
13111,tl_2019_13111_roads.zip,2103085.717,4872
13113,tl_2019_13113_roads.zip,1586596.775,3935
13115,tl_2019_13115_roads.zip,2292479.804,4558
13117,tl_2019_13117_roads.zip,2250124.239,6286
13119,tl_2019_13119_roads.zip,1309016.511,2387
13121,tl_2019_13121_roads.zip,7280094.112,27150
13123,tl_2019_13123_roads.zip,2273644.979,5965
13125,tl_2019_13125_roads.zip,572383.5036,701
13127,tl_2019_13127_roads.zip,2278094.9,7082
13129,tl_2019_13129_roads.zip,1532517.994,3235
13131,tl_2019_13131_roads.zip,2296392.089,4763
13133,tl_2019_13133_roads.zip,1089852.795,1672
13135,tl_2019_13135_roads.zip,6452707.563,22206
13137,tl_2019_13137_roads.zip,1610630.014,3698
13139,tl_2019_13139_roads.zip,2718927.838,6668
13141,tl_2019_13141_roads.zip,1708511.687,2760
13143,tl_2019_13143_roads.zip,1493730.446,4827
13145,tl_2019_13145_roads.zip,1607638.316,3128
13147,tl_2019_13147_roads.zip,1577237.187,5020
13149,tl_2019_13149_roads.zip,761550.1601,841
13151,tl_2019_13151_roads.zip,2698853.054,7140
13153,tl_2019_13153_roads.zip,3091846.608,9551
13155,tl_2019_13155_roads.zip,1485539.9,2245
13157,tl_2019_13157_roads.zip,1672973.233,3034
13159,tl_2019_13159_roads.zip,1283288.014,1827
13161,tl_2019_13161_roads.zip,1473391.436,2317
13163,tl_2019_13163_roads.zip,1790596.976,2577
13165,tl_2019_13165_roads.zip,1055018.932,1313
13167,tl_2019_13167_roads.zip,914870.4317,926
13169,tl_2019_13169_roads.zip,1288224.958,2120
13171,tl_2019_13171_roads.zip,754140.7725,1113
13173,tl_2019_13173_roads.zip,905932.6357,1738
13175,tl_2019_13175_roads.zip,4618827.503,7530
13177,tl_2019_13177_roads.zip,784444.6908,1027
13179,tl_2019_13179_roads.zip,1684724.93,4100
13181,tl_2019_13181_roads.zip,738035.3845,1171
13183,tl_2019_13183_roads.zip,1754781.18,3489
13185,tl_2019_13185_roads.zip,2222454.818,4409
13187,tl_2019_13187_roads.zip,1355372.417,2453
13189,tl_2019_13189_roads.zip,1065535.241,1817
13191,tl_2019_13191_roads.zip,1548618.18,3891
13193,tl_2019_13193_roads.zip,1429159.056,1915
13195,tl_2019_13195_roads.zip,1149251.211,1668
13197,tl_2019_13197_roads.zip,1478341.043,2239
13199,tl_2019_13199_roads.zip,1470185.132,2006
13201,tl_2019_13201_roads.zip,834094.9527,829
13205,tl_2019_13205_roads.zip,1419049.561,1625
13207,tl_2019_13207_roads.zip,1141159.084,1563
13209,tl_2019_13209_roads.zip,1156346.197,1925
13211,tl_2019_13211_roads.zip,1313072.171,2577
13213,tl_2019_13213_roads.zip,1081812.771,2143
13215,tl_2019_13215_roads.zip,2208314.742,7905
13217,tl_2019_13217_roads.zip,1685198.002,3850
