,zip,cbp_total_employees,cbp_total_establishments
17293,48611,2108,120
17294,48612,1180,119
17295,48613,15,5
17296,48614,38,8
17297,48615,514,44
17298,48616,1174,157
17299,48617,3739,289
17300,48618,803,71
17301,48619,101,13
17302,48620,30,5
17303,48621,512,36
17304,48622,1043,94
17305,48623,2611,252
17306,48624,2787,287
17307,48625,1323,185
17308,48626,1540,96
17309,48627,15,5
17310,48628,125,14
17311,48629,1992,217
17312,48630,31,6
17313,48631,828,90
17314,48632,104,36
17315,48633,47,8
17316,48634,503,66
17317,48635,58,17
17318,48636,83,9
17319,48637,328,34
17320,48638,1841,197
17321,48640,16790,999
17322,48641,561,13
17323,48642,9080,522
17324,48647,789,112
17325,48649,66,14
17326,48650,1152,120
17327,48651,493,98
17328,48652,31,12
17329,48653,1475,178
17330,48654,588,70
17331,48655,588,81
17332,48656,211,45
17333,48657,648,95
17334,48658,2552,163
17335,48659,395,38
17336,48661,4403,413
17337,48662,101,21
17338,48667,51,5
17339,48670,2779,7
17340,48674,2457,14
17341,48686,407,4
17342,48701,113,20
17343,48703,427,75
17344,48705,29,5
17345,48706,13414,932
17346,48707,172,14
17347,48708,8986,546
17348,48710,123,5
17349,48720,106,21
17350,48721,20,6
17351,48722,1998,115
17352,48723,3891,281
17353,48724,154,13
17354,48725,280,62
17355,48726,2026,134
17356,48727,284,10
17357,48728,65,10
17358,48729,28,7
17359,48730,1424,145
17360,48731,556,34
17361,48732,2011,154
17362,48733,128,24
17363,48734,5666,276
17364,48735,81,12
17365,48737,117,19
17366,48738,62,13
17367,48739,438,74
17368,48740,281,48
17369,48741,93,24
17370,48742,480,46
17371,48743,20,4
17372,48744,383,46
17373,48745,45,10
17374,48746,708,84
17375,48747,61,14
17376,48748,127,21
17377,48749,61,15
17378,48750,2858,199
17379,48754,34,9
17380,48755,2577,114
17381,48756,168,50
17382,48757,758,67
17383,48758,81,6
17384,48759,870,72
17385,48760,11,6
17386,48761,36,4
17387,48762,83,21
17388,48763,1334,121
17389,48764,164,16
17390,48765,10,5
17391,48766,34,11
17392,48767,129,28
17393,48768,1486,130
17394,48770,82,25
17395,48801,7161,310
17396,48804,94,10
17397,48806,364,24
17398,48807,27,9
17399,48808,642,70
17400,48809,1931,170
17401,48811,949,73
17402,48812,300,3
17403,48813,5696,422
17404,48815,94,23
17405,48816,24,3
17406,48817,1230,90
17407,48818,99,23
17408,48819,215,32
17409,48820,3026,303
17410,48821,1036,79
17411,48822,205,41
17412,48823,18456,1083
17413,48824,496,21
17414,48826,20,7
17415,48827,2277,227
17416,48829,705,75
17417,48831,191,42
17418,48832,35,10
17419,48834,88,17
17420,48835,324,50
17421,48836,2984,224
17422,48837,3992,349
17423,48838,8376,408
17424,48840,1387,185
17425,48841,55,7
17426,48842,4007,304
17427,48843,18111,1120
17428,48844,48,8
17429,48845,43,8
17430,48846,5154,283
17431,48847,1110,125
17432,48848,483,89
17433,48849,1467,110
17434,48850,999,88
17435,48851,46,13
17436,48853,26,5
17437,48854,6587,374
17438,48855,3213,242
17439,48856,120,21
17440,48857,183,39
17441,48858,19689,1081
17442,48860,71,11
17443,48861,173,25
17444,48864,12613,841
17445,48865,36,11
17446,48866,581,65
17447,48867,9548,595
17448,48871,109,16
17449,48872,703,99
17450,48873,164,15
17451,48875,1927,169
17452,48876,639,38
17453,48877,69,15
17454,48878,1972,33
17455,48879,5090,357
17456,48880,1286,110
17457,48881,650,81
17458,48883,711,92
17459,48884,448,57
17460,48885,48,9
17461,48886,143,26
17462,48888,816,90
17463,48889,66,13
17464,48890,324,26
17465,48891,165,35
17466,48892,1249,66
17467,48893,911,87
17468,48894,307,36
17469,48895,2631,259
17470,48896,560,6
17471,48897,79,19
17472,48901,383,20
17473,48906,13529,621
17474,48908,19,5
17475,48909,795,22
17476,48910,12130,538
17477,48911,11535,566
17478,48912,18142,620
17479,48915,1148,73
17480,48917,29408,1060
17481,48933,8033,384
17482,48951,2842,6
17483,49001,17325,607
17484,49002,21595,755
17485,49003,429,12
17486,49004,1986,161
17487,49005,372,6
17488,49006,4386,284
17489,49007,16979,567
17490,49008,7270,408
17491,49009,15223,904
17492,49010,6506,344
17493,49011,165,24
17494,49012,529,49
17495,49013,737,76
17496,49014,6401,306
17497,49015,14597,644
17498,49016,325,22
17499,49017,11520,390
17500,49019,8,6
17501,49021,323,52
17502,49022,13242,673
17503,49023,56,7
17504,49024,8844,670
17505,49026,296,34
17506,49027,24,3
17507,49028,773,91
17508,49029,21,10
17509,49030,211,35
17510,49031,1608,135
17511,49032,512,54
17512,49033,29,15
17513,49034,100,26
17514,49035,17,3
17515,49036,9381,568
17516,49037,7509,303
17517,49038,1188,141
17518,49040,599,40
17519,49041,44,6
17520,49042,1155,62
17521,49043,766,23
17522,49045,545,76
17523,49046,511,89
17524,49047,2746,264
17525,49048,8728,462
17526,49050,83,9
17527,49051,85,22
17528,49052,12,4
17529,49053,3354,119
17530,49055,612,80
17531,49056,188,27
17532,49057,723,72
17533,49058,6221,412
17534,49060,129,19
17535,49061,269,24
17536,49064,426,37
17537,49065,905,79
17538,49066,27,4
17539,49067,378,57
17540,49068,5656,421
17541,49070,237,37
17542,49071,3689,174
17543,49072,1678,57
17544,49073,300,56
17545,49074,235,5
17546,49075,25,4
17547,49076,1035,55
17548,49077,10,5
17549,49078,2164,137
17550,49079,3236,273
17551,49080,5857,308
17552,49081,420,17
17553,49082,1310,98
17554,49083,1670,173
17555,49084,161,7
17556,49085,16323,812
17557,49087,1398,117
17558,49088,123,34
17559,49089,24,6
17560,49090,4654,389
17561,49091,7556,430
17562,49092,631,37
17563,49093,6625,373
17564,49094,475,55
17565,49095,152,16
17566,49096,182,44
17567,49097,1846,155
17568,49098,1309,108
17569,49099,1277,83
17570,49101,502,53
17571,49102,93,16
17572,49103,1625,180
17573,49104,2040,7
17574,49106,2467,120
17575,49107,1646,149
17576,49111,385,55
17577,49112,1766,135
17578,49113,143,19
17579,49115,90,15
17580,49116,45,10
17581,49117,1284,171
17582,49119,210,4
17583,49120,8384,645
17584,49125,631,69
17585,49126,196,18
17586,49127,3196,243
17587,49128,444,75
17588,49129,221,38
17589,49130,192,29
17590,49201,17612,799
17591,49202,12619,722
17592,49203,10418,605
17593,49204,809,30
17594,49220,293,45
17595,49221,14341,834
17596,49224,3520,183
17597,49227,44,14
17598,49228,1695,122
17599,49229,118,30
17600,49230,1712,197
17601,49232,253,29
17602,49233,360,44
17603,49234,624,56
17604,49235,64,17
17605,49236,742,83
17606,49237,353,44
17607,49238,54,13
17608,49240,1419,122
17609,49241,75,29
17610,49242,5207,340
17611,49245,1320,55
17612,49246,275,31
17613,49247,1302,100
17614,49248,59,11
17615,49249,144,19
17616,49250,2318,129
17617,49251,480,79
17618,49252,1987,56
17619,49253,245,37
17620,49254,774,75
17621,49255,4,3
17622,49256,294,51
17623,49259,86,18
17624,49261,289,21
17625,49262,30,11
17626,49264,242,16
17627,49265,339,60
17628,49266,140,29
17629,49267,1071,85
17630,49268,27,8
17631,49269,1799,60
17632,49270,532,52
17633,49271,79,22
17634,49272,127,22
17635,49274,188,39
17636,49276,40,10
17637,49277,137,25
17638,49279,13,5
17639,49282,71,13
17640,49283,2027,79
17641,49284,192,34
17642,49285,451,99
17643,49286,3608,308
17644,49287,105,26
17645,49288,73,15
17646,49289,45,3
17647,49301,2772,457
17648,49302,941,125
17649,49303,83,18
17650,49304,729,85
17651,49305,117,25
17652,49306,2942,219
17653,49307,7554,451
17654,49309,74,18
17655,49310,186,26
17656,49311,12,3
17657,49312,36,6
17658,49314,48,5
17659,49315,12255,696
17660,49316,10622,556
17661,49318,82,17
17662,49319,3696,292
17663,49321,7763,426
17664,49322,38,9
17665,49323,1128,159
17666,49325,301,30
17667,49326,101,36
17668,49327,892,109
17669,49328,428,68
17670,49329,796,94
17671,49330,924,75
17672,49331,4642,354
17673,49332,257,45
17674,49333,3092,169
17675,49335,287,21
17676,49336,191,34
17677,49337,2613,203
17678,49338,112,20
17679,49339,180,23
17680,49340,1061,49
17681,49341,7331,752
17682,49342,48,9
17683,49343,319,65
17684,49344,296,50
17685,49345,4331,251
17686,49346,729,66
17687,49347,31,12
17688,49348,3579,280
17689,49349,794,88
17690,49351,1024,13
17691,49355,3664,13
17692,49401,3315,264
17693,49402,30,14
17694,49403,250,38
17695,49404,2988,222
17696,49405,76,14
17697,49406,566,77
17698,49408,972,110
17699,49409,304,25
17700,49410,79,16
17701,49411,129,26
17702,49412,4425,333
17703,49413,1432,5
17704,49415,1397,129
17705,49416,102,3
17706,49417,15941,889
17707,49418,18453,1096
17708,49419,1487,177
17709,49420,1665,153
17710,49421,307,61
17711,49422,253,14
17712,49423,32994,1376
17713,49424,24590,1152
17714,49425,123,29
17715,49426,10007,714
17716,49427,55,9
17717,49428,7304,597
17718,49429,110,14
17719,49431,8290,554
17720,49434,96,7
17721,49435,1090,100
17722,49436,133,50
17723,49437,1453,97
17724,49440,1602,135
17725,49441,11559,700
17726,49442,10110,571
17727,49443,96,10
17728,49444,16316,662
17729,49445,3173,317
17730,49446,322,38
17731,49448,755,84
17732,49449,279,77
17733,49450,125,13
17734,49451,658,76
17735,49452,334,15
17736,49453,913,172
17737,49454,407,77
17738,49455,1870,101
17739,49456,6298,385
17740,49457,451,76
17741,49458,50,7
17742,49459,182,16
17743,49460,1032,115
17744,49461,5003,226
17745,49464,21704,726
17746,49468,131,7
17747,49501,2922,39
17748,49502,18,4
17749,49503,49297,1644
17750,49504,18840,869
17751,49505,9136,496
17752,49506,11450,659
17753,49507,8216,429
17754,49508,17702,738
17755,49509,16294,627
17756,49512,56278,1339
17757,49514,180,5
17758,49516,22,8
17759,49518,1902,10
17760,49519,7368,424
17761,49523,49,4
17762,49525,17163,928
17763,49534,9385,514
17764,49544,16596,559
17765,49546,28606,1417
17766,49548,19088,929
17767,49588,104,6
17768,49601,11775,704
17769,49610,139,24
17770,49611,20,5
17771,49612,94,24
17772,49613,81,17
17773,49614,395,73
17774,49615,1227,147
17775,49616,580,72
17776,49617,367,95
17777,49618,19,8
17778,49619,56,5
17779,49620,272,47
17780,49621,293,71
17781,49622,393,59
17782,49623,46,6
17783,49625,124,16
17784,49627,48,6
17785,49628,37,13
17786,49629,784,115
17787,49630,178,52
17788,49631,2309,95
17789,49632,214,25
17790,49633,232,44
17791,49634,346,3
17792,49635,1085,128
17793,49636,347,50
17794,49637,768,61
17795,49638,18,6
17796,49639,370,26
17797,49640,331,45
17798,49643,999,91
17799,49644,114,26
17800,49645,173,32
17801,49646,3498,230
17802,49648,150,42
17803,49649,563,93
17804,49650,152,58
17805,49651,1026,143
17806,49653,303,63
17807,49654,323,51
17808,49655,493,49
17809,49656,52,17
17810,49657,870,88
17811,49659,953,110
17812,49660,4313,353
17813,49663,427,93
17814,49664,313,54
17815,49665,360,72
17816,49666,16,3
17817,49667,45,13
17818,49668,349,52
17819,49670,281,50
17820,49674,78,11
17821,49675,160,32
17822,49676,224,54
17823,49677,2846,163
17824,49679,101,11
17825,49680,108,18
17826,49682,1076,164
17827,49683,669,29
17828,49684,25404,1612
17829,49685,3422,295
17830,49686,13874,1094
17831,49688,416,42
17832,49689,154,25
17833,49690,2010,183
17834,49696,1159,145
17835,49701,577,157
17836,49705,144,11
17837,49706,414,86
17838,49707,9671,686
17839,49709,327,60
17840,49710,15,8
17841,49712,2303,250
17842,49713,1278,45
17843,49715,309,29
17844,49716,39,18
17845,49718,61,9
17846,49719,395,60
17847,49720,3296,339
17848,49721,2674,388
17849,49722,19,6
17850,49723,8,3
17851,49724,52,8
17852,49725,49,22
17853,49726,128,44
17854,49727,921,142
17855,49728,19,4
17856,49729,195,35
17857,49730,467,26
17858,49733,115,20
17859,49734,425,33
17860,49735,8037,674
17861,49736,51,11
17862,49738,3206,268
17863,49739,4,3
17864,49740,3550,389
17865,49743,47,9
17866,49744,47,17
17867,49745,70,15
17868,49746,697,75
17869,49747,63,37
17870,49748,7,3
17871,49749,843,149
17872,49751,133,32
17873,49752,30,8
17874,49753,152,32
17875,49755,37,21
17876,49756,783,80
17877,49757,406,110
17878,49759,64,23
17879,49760,25,10
17880,49762,47,24
17881,49764,38,6
17882,49765,795,93
17883,49766,233,34
17884,49768,91,15
17885,49769,262,41
17886,49770,11329,964
17887,49774,206,48
17888,49775,1,3
17889,49776,182,35
17890,49777,109,23
17891,49779,948,152
17892,49780,205,41
17893,49781,986,161
17894,49782,80,29
17895,49783,6963,493
17896,49784,5,3
17897,49788,347,30
17898,49791,29,5
17899,49793,19,5
17900,49795,389,35
17901,49796,278,23
17902,49797,54,10
17903,49799,122,31
17904,49801,8666,485
17905,49802,1694,152
17906,49805,17,7
17907,49806,81,13
17908,49807,235,49
17909,49808,228,13
17910,49812,210,12
17911,49814,258,18
17912,49815,40,6
17913,49816,46,11
17914,49817,15,7
17915,49818,64,13
17916,49820,82,22
17917,49821,39,17
17918,49825,9,5
17919,49827,92,23
17920,49829,10293,657
17921,49831,45,18
17922,49833,27,7
17923,49834,8,5
17924,49835,73,18
17925,49836,43,8
17926,49837,1477,181
17927,49838,12,10
17928,49839,79,19
17929,49840,203,24
17930,49841,1281,100
17931,49847,347,17
17932,49848,125,4
17933,49849,2857,220
17934,49853,141,21
17935,49854,1481,173
17936,49855,14092,1043
17937,49858,4134,262
17938,49861,34,9
17939,49862,1319,158
17940,49863,6,3
17941,49864,67,5
17942,49866,1584,156
17943,49868,1398,141
17944,49870,675,99
17945,49871,52,10
17946,49872,23,5
17947,49873,5,3
17948,49874,161,22
17949,49876,827,28
17950,49878,234,54
17951,49879,38,13
17952,49880,68,16
17953,49881,325,11
17954,49883,16,6
17955,49884,31,6
17956,49885,138,23
17957,49886,82,14
17958,49887,323,50
17959,49891,64,11
17960,49892,100,26
17961,49893,136,16
17962,49894,75,6
17963,49895,160,24
17964,49896,54,14
17965,49901,41,8
17966,49902,24,3
17967,49903,241,9
17968,49905,151,22
17969,49908,763,50
17970,49910,70,14
17971,49911,558,60
17972,49912,151,20
17973,49913,1942,186
17974,49915,95,18
17975,49916,148,36
17976,49917,6,3
17977,49918,103,24
17978,49920,451,109
17979,49921,40,5
17980,49922,110,23
17981,49925,104,16
17982,49927,77,9
17983,49929,20,6
17984,49930,2765,203
17985,49931,3589,304
17986,49934,86,12
17987,49935,1733,192
17988,49938,2493,217
17989,49945,193,44
17990,49946,1051,106
17991,49947,52,15
17992,49948,25,13
17993,49950,153,28
17994,49953,453,79
17995,49955,6,4
17996,49958,71,19
17997,49963,62,14
17998,49964,20,3
17999,49965,77,8
18000,49967,18,8
18001,49968,442,50
18002,49969,296,18
18003,49970,7,3
18004,49971,74,12
18005,50001,104,9
18006,50002,382,56
18007,50003,1793,253
18008,50005,127,9
18009,50006,406,49
18010,50007,26,12
18011,50008,95,10
18012,50009,8651,443
18013,50010,22151,1143
18014,50011,184,15
18015,50014,3970,358
18016,50020,301,38
18017,50021,18681,733
18018,50022,3967,328
18019,50023,7028,738
18020,50025,983,122
18021,50026,7,4
18022,50027,30,6
18023,50028,151,33
18024,50029,94,14
18025,50033,90,6
18026,50034,37,10
18027,50035,832,110
18028,50036,4611,361
18029,50038,137,5
18030,50039,40,9
18031,50040,25,4
18032,50041,33,4
18033,50042,15,4
18034,50044,79,16
18035,50046,108,27
18036,50047,868,114
18037,50048,96,18
18038,50049,3994,163
18039,50050,81,10
18040,50052,11,3
18041,50054,422,66
18042,50055,54,17
18043,50056,109,20
18044,50057,22,6
18045,50058,289,54
18046,50060,1069,74
18047,50061,236,46
18048,50062,9,5
18049,50063,384,70
18050,50066,6,4
18051,50067,17,7
18052,50068,5,5
18053,50069,185,32
18054,50070,125,31
18055,50071,101,20
18056,50072,343,56
18057,50073,145,23
18058,50074,4,5
18059,50075,231,21
18060,50076,159,31
18061,50104,29,4
18062,50105,162,25
18063,50106,79,21
18064,50107,131,15
18065,50108,5,3
18066,50109,1119,79
18067,50111,6297,412
18068,50112,7145,347
18069,50115,716,86
18070,50117,28,5
18071,50118,16,7
18072,50119,58,7
18073,50120,8,3
18074,50122,312,37
18075,50123,118,26
18076,50124,879,88
18077,50125,5777,475
18078,50126,2834,255
18079,50129,2134,182
18080,50130,173,38
18081,50131,12879,637
18082,50132,39,8
18083,50133,21,9
18084,50134,52,13
18085,50135,81,23
18086,50136,39,10
18087,50137,3,3
18088,50138,3678,252
18089,50139,79,14
18090,50140,1250,66
18091,50141,12,6
18092,50142,39,11
18093,50143,102,17
18094,50144,565,64
18095,50146,8,6
18096,50147,33,10
18097,50148,6,3
18098,50149,16,6
18099,50150,48,11
18100,50151,48,11
18101,50152,49,3
18102,50153,163,22
18103,50154,36,5
18104,50155,9,4
18105,50156,567,94
18106,50157,67,13
18107,50158,11975,658
18108,50160,36,8
18109,50161,104,37
18110,50162,72,18
18111,50163,81,12
18112,50164,126,16
18113,50166,125,20
18114,50167,61,13
18115,50168,59,16
18116,50169,255,42
18117,50170,372,48
18118,50171,1104,94
18119,50173,52,5
18120,50174,50,11
18121,50201,2402,214
18122,50206,31,11
18123,50207,395,53
18124,50208,7248,455
18125,50210,89,23
18126,50211,1725,212
18127,50212,371,65
18128,50213,3359,152
18129,50214,40,16
18130,50216,519,91
18131,50217,281,11
18132,50219,12634,506
18133,50220,3347,194
18134,50222,35,11
18135,50223,16,7
18136,50225,239,46
18137,50226,666,128
18138,50228,264,40
18139,50229,47,15
18140,50230,103,22
18141,50231,20,6
18142,50232,9,5
18143,50233,131,24
18144,50235,32,10
18145,50236,183,32
18146,50237,143,37
18147,50238,25,10
18148,50239,8,4
18149,50240,109,34
18150,50241,11,3
18151,50242,10,6
18152,50243,10,4
18153,50244,458,47
18154,50246,52,13
18155,50247,250,37
18156,50248,1716,134
18157,50249,119,26
18158,50250,663,64
18159,50251,621,64
18160,50252,24,6
18161,50256,9,6
18162,50257,85,17
18163,50258,111,18
18164,50261,254,52
18165,50263,6014,440
18166,50264,55,6
18167,50265,12493,882
18168,50266,51024,1828
18169,50268,24,6
18170,50271,76,14
18171,50273,2132,283
18172,50274,22,8
18173,50276,459,44
18174,50277,28,10
18175,50278,150,13
18176,50301,815,17
18177,50303,432,7
18178,50305,53,9
18179,50306,488,3
18180,50309,35365,1123
18181,50310,7205,590
18182,50311,5422,231
18183,50312,5615,518
18184,50313,20912,758
18185,50314,11224,276
18186,50315,5143,438
18187,50316,7254,273
18188,50317,10514,529
18189,50319,32,7
18190,50320,3543,281
18191,50321,16587,340
18192,50322,20243,1254
18193,50323,4172,298
18194,50324,1509,133
18195,50325,11765,861
18196,50327,2681,219
18197,50391,3180,4
18198,50392,6915,7
18199,50398,1894,14
18200,50401,15371,967
18201,50402,531,24
18202,50420,63,8
18203,50421,1036,100
18204,50423,1012,88
18205,50424,320,54
18206,50426,16,4
18207,50428,4027,323
18208,50430,79,11
18209,50431,3,3
18210,50433,21,4
18211,50434,58,13
18212,50435,151,19
18213,50436,5197,144
18214,50438,2178,137
18215,50439,6,4
18216,50440,36,13
18217,50441,1899,188
18218,50444,64,8
18219,50446,43,7
18220,50447,274,27
18221,50448,95,18
18222,50449,57,17
18223,50450,1083,105
18224,50451,95,16
18225,50452,116,18
18226,50453,34,11
18227,50455,53,9
18228,50456,176,32
18229,50457,10,5
18230,50458,256,34
18231,50459,1350,93
18232,50460,26,5
18233,50461,2129,179
18234,50464,25,11
18235,50465,85,8
18236,50466,460,44
18237,50468,428,31
18238,50469,141,46
18239,50470,35,7
18240,50471,48,14
18241,50472,690,65
18242,50473,24,8
18243,50475,965,39
18244,50476,179,24
18245,50477,13,4
18246,50478,305,21
18247,50479,51,12
18248,50480,136,22
18249,50482,114,26
18250,50483,86,20
18251,50484,32,10
18252,50501,16126,851
18253,50510,245,28
18254,50511,4301,325
18255,50514,810,45
18256,50515,2,3
18257,50516,21,10
18258,50517,430,45
18259,50519,68,11
18260,50521,4,3
18261,50522,174,17
18262,50523,22,10
18263,50524,44,8
18264,50525,1504,108
18265,50528,29,6
18266,50529,84,13
18267,50530,95,24
18268,50531,11,3
18269,50532,97,21
18270,50533,1393,98
18271,50535,58,13
18272,50536,2060,174
18273,50538,63,11
18274,50539,57,12
18275,50540,130,19
18276,50541,157,18
18277,50542,196,31
18278,50543,238,39
18279,50544,57,11
